AREA_NAME,Crime_Type,Total_Count
Hillcrest Village,SHOOTING,52.914379116999996
Hillcrest Village,THEFTFROMMV,2442.7600994
Hillcrest Village,THEFTOVER,370.76934337
Humber Bay Shores,ASSAULT,5892.4092406
Humber Bay Shores,AUTOTHEFT,1505.45395284
Humber Bay Shores,BIKETHEFT,2104.88174791
Humber Bay Shores,BREAKENTER,1432.0515442
Humber Bay Shores,HOMICIDE,25.555070877000002
Humber Bay Shores,ROBBERY,458.12462139
Humber Bay Shores,SHOOTING,63.219543937
Humber Bay Shores,THEFTFROMMV,2048.20939433
Humber Bay Shores,THEFTOVER,523.40591048
Humber Heights-Westmount,ASSAULT,3491.4134064
Humber Heights-Westmount,AUTOTHEFT,2319.5616303
Humber Heights-Westmount,BIKETHEFT,215.309946292
Humber Heights-Westmount,BREAKENTER,1996.34494032
Humber Heights-Westmount,HOMICIDE,82.316126822
Humber Heights-Westmount,ROBBERY,631.833645831
Humber Heights-Westmount,SHOOTING,360.430560111
Humber Heights-Westmount,THEFTFROMMV,3208.8094281
Humber Heights-Westmount,THEFTOVER,308.719773277
Humber Summit,ASSAULT,9553.1348877
Humber Summit,AUTOTHEFT,9018.5639044
Humber Summit,BIKETHEFT,320.700985857
Humber Summit,BREAKENTER,4359.5070647
Humber Summit,HOMICIDE,86.148777485
Humber Summit,ROBBERY,2144.567543
Humber Summit,SHOOTING,589.737814432
Humber Summit,THEFTFROMMV,6757.3800563
Humber Summit,THEFTOVER,1896.2219848
Humbermede,ASSAULT,9382.6152957
Humbermede,AUTOTHEFT,4737.7300569
Humbermede,BIKETHEFT,178.310860378
Humbermede,BREAKENTER,2479.8019715
Humbermede,HOMICIDE,14.421505451
Humbermede,ROBBERY,1887.90722656
Humbermede,SHOOTING,299.25098229
Humbermede,THEFTFROMMV,3107.526295
Humbermede,THEFTOVER,574.33548832
Humewood-Cedarvale,ASSAULT,3495.119522
Humewood-Cedarvale,AUTOTHEFT,1984.53376017
Humewood-Cedarvale,BIKETHEFT,1704.24518889
Humewood-Cedarvale,BREAKENTER,2558.8040999
Humewood-Cedarvale,HOMICIDE,15.528833867
Humewood-Cedarvale,ROBBERY,490.361647128
Humewood-Cedarvale,SHOOTING,15.185058594000001
Humewood-Cedarvale,THEFTFROMMV,3733.4679124
Humewood-Cedarvale,THEFTOVER,297.53975486
Ionview,ASSAULT,7631.2309568
Ionview,AUTOTHEFT,800.26660923
Ionview,BIKETHEFT,201.427459453
Ionview,BREAKENTER,1797.6454849299998
Ionview,HOMICIDE,0
Ionview,ROBBERY,712.89158437
Ionview,SHOOTING,64.533075333
Ionview,THEFTFROMMV,2235.86156742
Ionview,THEFTOVER,161.901525988
Islington,ASSAULT,4162.099167
Islington,AUTOTHEFT,2862.2987215
Islington,BIKETHEFT,419.45232995
Islington,BREAKENTER,2491.0208282
Islington,HOMICIDE,0
Islington,ROBBERY,857.38668442
Islington,SHOOTING,67.167901274
Islington,THEFTFROMMV,3436.4997743
Islington,THEFTOVER,348.308253279
Junction Area,ASSAULT,8473.6771851
Junction Area,AUTOTHEFT,2421.9296572
Junction Area,BIKETHEFT,1588.36155858
Junction Area,BREAKENTER,3654.2656708
Junction Area,HOMICIDE,7.955070019
Junction Area,ROBBERY,1241.33089441
Junction Area,SHOOTING,54.535429474
Junction Area,THEFTFROMMV,3417.7618733
Junction Area,THEFTOVER,509.79936315
Junction-Wallace Emerson,ASSAULT,8440.203186
Junction-Wallace Emerson,AUTOTHEFT,1375.51548392
Junction-Wallace Emerson,BIKETHEFT,2544.2862779
Junction-Wallace Emerson,BREAKENTER,3447.2906341000003
Junction-Wallace Emerson,HOMICIDE,30.849219798
Junction-Wallace Emerson,ROBBERY,1147.1010857
Junction-Wallace Emerson,SHOOTING,129.298439026
Junction-Wallace Emerson,THEFTFROMMV,4007.1306756
Junction-Wallace Emerson,THEFTOVER,334.03119277
Keelesdale-Eglinton West,ASSAULT,7265.1418458
Keelesdale-Eglinton West,AUTOTHEFT,2308.7675400000003
Keelesdale-Eglinton West,BIKETHEFT,315.17118829
Keelesdale-Eglinton West,BREAKENTER,2056.0734481
Keelesdale-Eglinton West,HOMICIDE,66.45855332000001
Keelesdale-Eglinton West,ROBBERY,1849.32981095
Keelesdale-Eglinton West,SHOOTING,201.403077128
Keelesdale-Eglinton West,THEFTFROMMV,2297.1068208
Keelesdale-Eglinton West,THEFTOVER,256.105349541
Kennedy Park,ASSAULT,14701.474488
Kennedy Park,AUTOTHEFT,1951.57484434
Kennedy Park,BIKETHEFT,434.141556234
Kennedy Park,BREAKENTER,2781.8321227
Kennedy Park,HOMICIDE,32.8082962
Kennedy Park,ROBBERY,2682.2042695
Kennedy Park,SHOOTING,150.86268806
Kennedy Park,THEFTFROMMV,4118.4421631000005
Kennedy Park,THEFTOVER,479.74400902
Kensington-Chinatown,ASSAULT,24191.839109
Kensington-Chinatown,AUTOTHEFT,2111.1237868
Kensington-Chinatown,BIKETHEFT,7133.1177483
Kensington-Chinatown,BREAKENTER,8729.6775204
Kensington-Chinatown,HOMICIDE,87.024184698
Kensington-Chinatown,ROBBERY,3559.4701539
Kensington-Chinatown,SHOOTING,369.44063663000003
Kensington-Chinatown,THEFTFROMMV,19657.7818186
Kensington-Chinatown,THEFTOVER,1611.5120772999999
Kingsview Village-The Westway,ASSAULT,6059.1871031
Kingsview Village-The Westway,AUTOTHEFT,3530.3977815
Kingsview Village-The Westway,BIKETHEFT,193.786993524
Kingsview Village-The Westway,BREAKENTER,1595.96880345
Kingsview Village-The Westway,HOMICIDE,53.993536472
Kingsview Village-The Westway,ROBBERY,911.9933757
Kingsview Village-The Westway,SHOOTING,291.596342568
Kingsview Village-The Westway,THEFTFROMMV,3709.8886425
Kingsview Village-The Westway,THEFTOVER,291.133296966
Kingsway South,ASSAULT,3249.9425965
Kingsway South,AUTOTHEFT,3450.32379913
Kingsway South,BIKETHEFT,1098.28357414
Kingsway South,BREAKENTER,2764.19726558
Kingsway South,HOMICIDE,0
Kingsway South,ROBBERY,1289.04162224
Kingsway South,SHOOTING,11.48547745
Kingsway South,THEFTFROMMV,2476.6761279
Kingsway South,THEFTOVER,426.16265488
L'Amoreaux West,ASSAULT,4888.6208802
L'Amoreaux West,AUTOTHEFT,1189.1296464299999
L'Amoreaux West,BIKETHEFT,268.683752776
L'Amoreaux West,BREAKENTER,1647.00819388
L'Amoreaux West,HOMICIDE,42.187108516
L'Amoreaux West,ROBBERY,1010.96508412
L'Amoreaux West,SHOOTING,254.877522469
L'Amoreaux West,THEFTFROMMV,1907.5096652
L'Amoreaux West,THEFTOVER,121.56147385599999
Lambton Baby Point,ASSAULT,4122.6497803
Lambton Baby Point,AUTOTHEFT,1502.3517302
Lambton Baby Point,BIKETHEFT,850.0553312
Lambton Baby Point,BREAKENTER,1556.9125823
Lambton Baby Point,HOMICIDE,0
Lambton Baby Point,ROBBERY,380.26688481
Lambton Baby Point,SHOOTING,130.88284396
Lambton Baby Point,THEFTFROMMV,1778.89036363
Lambton Baby Point,THEFTOVER,170.01704596
Lansing-Westgate,ASSAULT,5093.9553681
Lansing-Westgate,AUTOTHEFT,2854.84473414
Lansing-Westgate,BIKETHEFT,492.901310093
Lansing-Westgate,BREAKENTER,2622.9153365399998
Lansing-Westgate,HOMICIDE,20.03384018
Lansing-Westgate,ROBBERY,933.60009381
Lansing-Westgate,SHOOTING,74.766868588
Lansing-Westgate,THEFTFROMMV,3257.6973713
Lansing-Westgate,THEFTOVER,497.99003792999997
Lawrence Park North,ASSAULT,2330.9720307
Lawrence Park North,AUTOTHEFT,2804.0677260899997
Lawrence Park North,BIKETHEFT,1053.30351819
Lawrence Park North,BREAKENTER,1983.3358079
Lawrence Park North,HOMICIDE,7.627783775
Lawrence Park North,ROBBERY,413.01437855
Lawrence Park North,SHOOTING,7.627783775
Lawrence Park North,THEFTFROMMV,2913.3551915
Lawrence Park North,THEFTOVER,286.422581689
Lawrence Park South,ASSAULT,1809.45071416
Lawrence Park South,AUTOTHEFT,3148.85197436
Lawrence Park South,BIKETHEFT,988.30769683
Lawrence Park South,BREAKENTER,3424.1127472000003
Lawrence Park South,HOMICIDE,0
Lawrence Park South,ROBBERY,491.83808327
Lawrence Park South,SHOOTING,7.041565895
Lawrence Park South,THEFTFROMMV,2469.4577352
Lawrence Park South,THEFTOVER,327.82506466
Leaside-Bennington,ASSAULT,2425.5030974
Leaside-Bennington,AUTOTHEFT,2786.68721381
Leaside-Bennington,BIKETHEFT,1679.82725252
Leaside-Bennington,BREAKENTER,2526.3519897
Leaside-Bennington,HOMICIDE,6.836689472
Leaside-Bennington,ROBBERY,463.81615638
Leaside-Bennington,SHOOTING,19.981423377
Leaside-Bennington,THEFTFROMMV,2916.3296557
Leaside-Bennington,THEFTOVER,346.94565199
Little Portugal,ASSAULT,6939.9612731
Little Portugal,AUTOTHEFT,1149.97175987
Little Portugal,BIKETHEFT,3393.87755872
Little Portugal,BREAKENTER,3095.099823
Little Portugal,HOMICIDE,37.709220411
Little Portugal,ROBBERY,784.45112609
Little Portugal,SHOOTING,35.37454176
Little Portugal,THEFTFROMMV,2479.8538478
Little Portugal,THEFTOVER,416.879047864
Long Branch,ASSAULT,7313.430114700001
Long Branch,AUTOTHEFT,2079.89936832
Long Branch,BIKETHEFT,1615.95441482
Long Branch,BREAKENTER,2941.1329345
Long Branch,HOMICIDE,9.830021858
Long Branch,ROBBERY,1215.322602288
Long Branch,SHOOTING,60.75728607
Long Branch,THEFTFROMMV,3552.8964313
Long Branch,THEFTOVER,272.938397408
Malvern East,ASSAULT,7745.1831666
Malvern East,AUTOTHEFT,1596.52002335
Malvern East,BIKETHEFT,176.749077593
Malvern East,BREAKENTER,1146.36571888
Malvern East,HOMICIDE,46.910309313
Malvern East,ROBBERY,1160.84837721
Malvern East,SHOOTING,256.14998006
Malvern East,THEFTFROMMV,1861.5694444399999
Malvern East,THEFTOVER,157.971229554
Malvern West,ASSAULT,5941.4022522
Malvern West,AUTOTHEFT,1838.15946972
Malvern West,BIKETHEFT,182.152657054
Malvern West,BREAKENTER,1259.75219345
Malvern West,HOMICIDE,31.26761198
Malvern West,ROBBERY,1248.40874871
Malvern West,SHOOTING,225.324362276
Malvern West,THEFTFROMMV,2329.5645805
Malvern West,THEFTOVER,270.89100267
Maple Leaf,ASSAULT,3478.9419251
Maple Leaf,AUTOTHEFT,2249.75023654
Maple Leaf,BIKETHEFT,74.432286264
Maple Leaf,BREAKENTER,1433.99059285
Maple Leaf,HOMICIDE,0
Maple Leaf,ROBBERY,479.620306977
Maple Leaf,SHOOTING,116.594541551
Maple Leaf,THEFTFROMMV,1970.6228233
Maple Leaf,THEFTOVER,233.198888786
Markland Wood,ASSAULT,2767.7317048
Markland Wood,AUTOTHEFT,2109.50164043
Markland Wood,BIKETHEFT,618.113395168
Markland Wood,BREAKENTER,2068.89231102
Markland Wood,HOMICIDE,0
Markland Wood,ROBBERY,914.83138648
Markland Wood,SHOOTING,20.425591469
Markland Wood,THEFTFROMMV,3225.8291051
Markland Wood,THEFTOVER,246.517569533
Milliken,ASSAULT,3664.9538881
Milliken,AUTOTHEFT,4149.2809293
Milliken,BIKETHEFT,124.333384307
Milliken,BREAKENTER,4348.8553924
Milliken,HOMICIDE,13.716207266
Milliken,ROBBERY,1461.55035387
Milliken,SHOOTING,91.792208433
Milliken,THEFTFROMMV,3382.7047963
Milliken,THEFTOVER,710.79888152
Mimico-Queensway,ASSAULT,17655.1724248
Mimico-Queensway,AUTOTHEFT,2345.09188843
Mimico-Queensway,BIKETHEFT,1225.141257
Mimico-Queensway,BREAKENTER,2560.6753692
Mimico-Queensway,HOMICIDE,26.39772749
Mimico-Queensway,ROBBERY,690.41047094
Mimico-Queensway,SHOOTING,72.360743046
Mimico-Queensway,THEFTFROMMV,3390.6543549
Mimico-Queensway,THEFTOVER,631.40810779
Morningside,ASSAULT,8752.711792
Morningside,AUTOTHEFT,1624.53110501
Morningside,BIKETHEFT,105.167352239
Morningside,BREAKENTER,1139.32833864
Morningside,HOMICIDE,32.549735546
Morningside,ROBBERY,871.32929232
Morningside,SHOOTING,194.369275094
Morningside,THEFTFROMMV,2534.1687581
Morningside,THEFTOVER,123.394412984
Morningside Heights,ASSAULT,4821.2628174
Morningside Heights,AUTOTHEFT,2778.44122693
Morningside Heights,BIKETHEFT,84.37367911
Morningside Heights,BREAKENTER,1567.13094326
Morningside Heights,HOMICIDE,32.988587614000004
Morningside Heights,ROBBERY,946.48549272
Morningside Heights,SHOOTING,196.546559347
Morningside Heights,THEFTFROMMV,2550.9390255
Morningside Heights,THEFTOVER,443.14320755
Moss Park,ASSAULT,32236.716064
Moss Park,AUTOTHEFT,2179.73440563
Moss Park,BIKETHEFT,6554.7620205
Moss Park,BREAKENTER,8992.6778567
Moss Park,HOMICIDE,157.861939437
Moss Park,ROBBERY,6815.3193513
Moss Park,SHOOTING,297.896019944
Moss Park,THEFTFROMMV,9800.124389
Moss Park,THEFTOVER,1093.12548825
Mount Dennis,ASSAULT,8237.4875489
Mount Dennis,AUTOTHEFT,2105.7760087
Mount Dennis,BIKETHEFT,244.533383714
Mount Dennis,BREAKENTER,1738.55158984
Mount Dennis,HOMICIDE,56.836050993
Mount Dennis,ROBBERY,1477.22274779
Mount Dennis,SHOOTING,196.077081693
Mount Dennis,THEFTFROMMV,2575.997411
Mount Dennis,THEFTOVER,276.170028696
Mount Olive-Silverstone-Jamestown,ASSAULT,9872.7462768
Mount Olive-Silverstone-Jamestown,AUTOTHEFT,3142.9543686
Mount Olive-Silverstone-Jamestown,BIKETHEFT,299.355151199
Mount Olive-Silverstone-Jamestown,BREAKENTER,1075.4475249500001
Mount Olive-Silverstone-Jamestown,HOMICIDE,85.465495354
Mount Olive-Silverstone-Jamestown,ROBBERY,2603.46878823
Mount Olive-Silverstone-Jamestown,SHOOTING,446.27041055
Mount Olive-Silverstone-Jamestown,THEFTFROMMV,3542.5692714
Mount Olive-Silverstone-Jamestown,THEFTOVER,255.520833488
Mount Pleasant East,ASSAULT,2914.0818024
Mount Pleasant East,AUTOTHEFT,1570.83650783
Mount Pleasant East,BIKETHEFT,1360.28499828
Mount Pleasant East,BREAKENTER,1909.18626403
Mount Pleasant East,HOMICIDE,0
Mount Pleasant East,ROBBERY,510.86503076
Mount Pleasant East,SHOOTING,13.167278288999999
Mount Pleasant East,THEFTFROMMV,2171.37476024
Mount Pleasant East,THEFTOVER,265.626463414
New Toronto,ASSAULT,10655.9337157
New Toronto,AUTOTHEFT,1821.66548916
New Toronto,BIKETHEFT,1246.52829367
New Toronto,BREAKENTER,2836.6125795
New Toronto,HOMICIDE,28.330428126999998
New Toronto,ROBBERY,1660.72451034
New Toronto,SHOOTING,159.594495777
New Toronto,THEFTFROMMV,3219.258386
New Toronto,THEFTOVER,356.7733078
Newtonbrook East,ASSAULT,5686.0055237
Newtonbrook East,AUTOTHEFT,2070.85348897
Newtonbrook East,BIKETHEFT,519.118874934
Newtonbrook East,BREAKENTER,3090.6037291000002
Newtonbrook East,HOMICIDE,28.225424767
Newtonbrook East,ROBBERY,803.91856766
Newtonbrook East,SHOOTING,69.429966924
Newtonbrook East,THEFTFROMMV,2650.1809522
Newtonbrook East,THEFTOVER,528.635906196
Newtonbrook West,ASSAULT,8115.061615
Newtonbrook West,AUTOTHEFT,3919.17406475
Newtonbrook West,BIKETHEFT,956.0629855
Newtonbrook West,BREAKENTER,2483.7845077
Newtonbrook West,HOMICIDE,4.862495184
Newtonbrook West,ROBBERY,1140.83223523
Newtonbrook West,SHOOTING,49.06718492
Newtonbrook West,THEFTFROMMV,3956.6374914
Newtonbrook West,THEFTOVER,520.98486138
North Riverdale,ASSAULT,5575.5439452
North Riverdale,AUTOTHEFT,1457.87295535
North Riverdale,BIKETHEFT,2627.5931115
North Riverdale,BREAKENTER,3386.8996582
North Riverdale,HOMICIDE,37.039218904
North Riverdale,ROBBERY,1726.73879249
North Riverdale,SHOOTING,55.466121675
North Riverdale,THEFTFROMMV,3744.6164849
North Riverdale,THEFTOVER,313.887826923
North St.James Town,ASSAULT,12040.8310544
North St.James Town,AUTOTHEFT,1002.16904444
North St.James Town,BIKETHEFT,2911.4298088
North St.James Town,BREAKENTER,3454.8512116
North St.James Town,HOMICIDE,31.023743631000002
North St.James Town,ROBBERY,1745.31083677
North St.James Town,SHOOTING,126.788660039
North St.James Town,THEFTFROMMV,4923.7172702
North St.James Town,THEFTOVER,417.99443529
North Toronto,ASSAULT,6244.5436096
North Toronto,AUTOTHEFT,576.799096106
North Toronto,BIKETHEFT,1557.86163458
North Toronto,BREAKENTER,3439.6613464
North Toronto,HOMICIDE,16.863714695
North Toronto,ROBBERY,809.6087284299999
North Toronto,SHOOTING,15.996673107
North Toronto,THEFTFROMMV,1518.44668063
North Toronto,THEFTOVER,315.56712436
O'Connor-Parkview,ASSAULT,8602.1015014
O'Connor-Parkview,AUTOTHEFT,1596.69209288
O'Connor-Parkview,BIKETHEFT,472.89366294
O'Connor-Parkview,BREAKENTER,2403.7136918
O'Connor-Parkview,HOMICIDE,24.540066243
O'Connor-Parkview,ROBBERY,919.03320309
O'Connor-Parkview,SHOOTING,159.892888554
O'Connor-Parkview,THEFTFROMMV,3784.6836482
O'Connor-Parkview,THEFTOVER,398.75691127
Oakdale-Beverley Heights,ASSAULT,16453.752075
Oakdale-Beverley Heights,AUTOTHEFT,5171.8221588
Oakdale-Beverley Heights,BIKETHEFT,472.69805089
Oakdale-Beverley Heights,BREAKENTER,3039.9138258
Oakdale-Beverley Heights,HOMICIDE,40.495163442
Oakdale-Beverley Heights,ROBBERY,2276.7611084
Oakdale-Beverley Heights,SHOOTING,318.40708541
Oakdale-Beverley Heights,THEFTFROMMV,5235.0610846
Oakdale-Beverley Heights,THEFTOVER,709.23740004
Oakridge,ASSAULT,13611.451233
Oakridge,AUTOTHEFT,1311.64291387
Oakridge,BIKETHEFT,710.43996668
Oakridge,BREAKENTER,3960.4249878
Oakridge,HOMICIDE,15.81517601
Oakridge,ROBBERY,2354.49861153
Oakridge,SHOOTING,363.794673445
Oakridge,THEFTFROMMV,4530.1438294
Oakridge,THEFTOVER,368.034352766
Oakwood Village,ASSAULT,7420.3686219
Oakwood Village,AUTOTHEFT,1758.79220186
Oakwood Village,BIKETHEFT,753.84408483
Oakwood Village,BREAKENTER,1812.63595582
Oakwood Village,HOMICIDE,33.116837502
Oakwood Village,ROBBERY,1451.11086261
Oakwood Village,SHOOTING,320.539385806
Oakwood Village,THEFTFROMMV,2430.1892405
Oakwood Village,THEFTOVER,193.46196175699998
Old East York,ASSAULT,5421.1977844
Old East York,AUTOTHEFT,1240.27231978
Old East York,BIKETHEFT,459.11229303
Old East York,BREAKENTER,1906.56473921
Old East York,HOMICIDE,22.97724342
Old East York,ROBBERY,838.6733970299999
Old East York,SHOOTING,103.41539096
Old East York,THEFTFROMMV,3019.1036736
Old East York,THEFTOVER,287.17505932
Palmerston-Little Italy,ASSAULT,6248.8912963
Palmerston-Little Italy,AUTOTHEFT,1227.41720575
Palmerston-Little Italy,BIKETHEFT,3747.8759415
Palmerston-Little Italy,BREAKENTER,3329.8750915
Palmerston-Little Italy,HOMICIDE,31.26338243
Palmerston-Little Italy,ROBBERY,1357.02159116
Palmerston-Little Italy,SHOOTING,31.472192759
Palmerston-Little Italy,THEFTFROMMV,4469.8019339
Palmerston-Little Italy,THEFTOVER,487.089128504
Parkwoods-O'Connor Hills,ASSAULT,4262.7417602000005
Parkwoods-O'Connor Hills,AUTOTHEFT,1663.83649449
Parkwoods-O'Connor Hills,BIKETHEFT,195.68025684100002
Parkwoods-O'Connor Hills,BREAKENTER,2112.8168412
Parkwoods-O'Connor Hills,HOMICIDE,7.75356245
Parkwoods-O'Connor Hills,ROBBERY,657.622947711
Parkwoods-O'Connor Hills,SHOOTING,93.77253722
Parkwoods-O'Connor Hills,THEFTFROMMV,2782.421583
Parkwoods-O'Connor Hills,THEFTOVER,211.068757064
Pelmo Park-Humberlea,ASSAULT,6616.980377
Pelmo Park-Humberlea,AUTOTHEFT,5746.0353699
Pelmo Park-Humberlea,BIKETHEFT,224.761666253
Pelmo Park-Humberlea,BREAKENTER,2314.2387314
Pelmo Park-Humberlea,HOMICIDE,58.033147815
Pelmo Park-Humberlea,ROBBERY,1309.6372452
Pelmo Park-Humberlea,SHOOTING,253.385041243
Pelmo Park-Humberlea,THEFTFROMMV,3771.2293152
Pelmo Park-Humberlea,THEFTOVER,557.80919075
Playter Estates-Danforth,ASSAULT,9282.4618532
Playter Estates-Danforth,AUTOTHEFT,1358.09840774
Playter Estates-Danforth,BIKETHEFT,2438.461463
Playter Estates-Danforth,BREAKENTER,4433.9644317
Playter Estates-Danforth,HOMICIDE,27.55257416
Playter Estates-Danforth,ROBBERY,1484.33222953
Playter Estates-Danforth,SHOOTING,138.20191288
Playter Estates-Danforth,THEFTFROMMV,4109.8176138
Playter Estates-Danforth,THEFTOVER,359.09265039999997
Pleasant View,ASSAULT,2840.8390961
Pleasant View,AUTOTHEFT,1348.23202881
Pleasant View,BIKETHEFT,252.508918365
Pleasant View,BREAKENTER,1354.31068419
Pleasant View,HOMICIDE,0
Pleasant View,ROBBERY,732.85298156
Pleasant View,SHOOTING,21.290794849
Pleasant View,THEFTFROMMV,2819.54083747
Pleasant View,THEFTOVER,316.90505981
Princess-Rosethorn,ASSAULT,2341.8107911
Princess-Rosethorn,AUTOTHEFT,3255.9530488
Princess-Rosethorn,BIKETHEFT,322.004373511
Princess-Rosethorn,BREAKENTER,2641.96688077
Princess-Rosethorn,HOMICIDE,19.310946465
Princess-Rosethorn,ROBBERY,1080.8563423
Princess-Rosethorn,SHOOTING,93.884141918
Princess-Rosethorn,THEFTFROMMV,4158.5881947
Princess-Rosethorn,THEFTOVER,349.44943427
Regent Park,ASSAULT,12434.9434211
Regent Park,AUTOTHEFT,1017.25925446
Regent Park,BIKETHEFT,2860.8607779
Regent Park,BREAKENTER,3043.6439667
Regent Park,HOMICIDE,103.362157822
Regent Park,ROBBERY,1689.41175841
Regent Park,SHOOTING,533.07926655000006
Regent Park,THEFTFROMMV,4218.1752532
Regent Park,THEFTOVER,453.2079544
Rexdale-Kipling,ASSAULT,6494.1828613
Rexdale-Kipling,AUTOTHEFT,3962.6790163700002
Rexdale-Kipling,BIKETHEFT,123.739418004
Rexdale-Kipling,BREAKENTER,1844.9993668
Rexdale-Kipling,HOMICIDE,51.409765245
Rexdale-Kipling,ROBBERY,1802.86370085
Rexdale-Kipling,SHOOTING,195.469317437
Rexdale-Kipling,THEFTFROMMV,3986.0031801
Rexdale-Kipling,THEFTOVER,267.86013603
Rockcliffe-Smythe,ASSAULT,7548.7178955
Rockcliffe-Smythe,AUTOTHEFT,2696.7305298
Rockcliffe-Smythe,BIKETHEFT,461.975447431
Rockcliffe-Smythe,BREAKENTER,1988.1730957
Rockcliffe-Smythe,HOMICIDE,31.788362024999998
Rockcliffe-Smythe,ROBBERY,1495.4739800300001
Rockcliffe-Smythe,SHOOTING,285.85158728700003
Rockcliffe-Smythe,THEFTFROMMV,3240.3060383
Rockcliffe-Smythe,THEFTOVER,423.61518383
Roncesvalles,ASSAULT,7795.6373291
Roncesvalles,AUTOTHEFT,1242.12293634
Roncesvalles,BIKETHEFT,2956.3601243
Roncesvalles,BREAKENTER,4183.787262
Roncesvalles,HOMICIDE,22.001584056
Roncesvalles,ROBBERY,1608.29410538
Roncesvalles,SHOOTING,162.322381506
Roncesvalles,THEFTFROMMV,3068.2168306
Roncesvalles,THEFTOVER,433.80763149
Rosedale-Moore Park,ASSAULT,7891.8256532
Rosedale-Moore Park,AUTOTHEFT,2686.39004518
Rosedale-Moore Park,BIKETHEFT,3296.8938899
Rosedale-Moore Park,BREAKENTER,4167.4316635
Rosedale-Moore Park,HOMICIDE,16.356686116
Rosedale-Moore Park,ROBBERY,1253.26442715
Rosedale-Moore Park,SHOOTING,33.113581182
Rosedale-Moore Park,THEFTFROMMV,2957.3976572
Rosedale-Moore Park,THEFTOVER,629.01895905
Runnymede-Bloor West Village,ASSAULT,3804.0082702
Runnymede-Bloor West Village,AUTOTHEFT,2280.57227335
Runnymede-Bloor West Village,BIKETHEFT,1295.87451003
Runnymede-Bloor West Village,BREAKENTER,2391.2872314
Runnymede-Bloor West Village,HOMICIDE,10.324008942
Runnymede-Bloor West Village,ROBBERY,1467.469967
Runnymede-Bloor West Village,SHOOTING,20.875653266999997
Runnymede-Bloor West Village,THEFTFROMMV,2415.9154422
Runnymede-Bloor West Village,THEFTOVER,248.323194514
Rustic,ASSAULT,7289.8016359
Rustic,AUTOTHEFT,2219.9205245499998
Rustic,BIKETHEFT,140.031666902
Rustic,BREAKENTER,1520.90411381
Rustic,HOMICIDE,43.011219982
Rustic,ROBBERY,768.28151127
Rustic,SHOOTING,604.452268583
Rustic,THEFTFROMMV,2363.27105444
Rustic,THEFTOVER,214.969904904
Scarborough Village,ASSAULT,10954.6226801
Scarborough Village,AUTOTHEFT,1519.36330027
Scarborough Village,BIKETHEFT,296.39984683
Scarborough Village,BREAKENTER,2412.0213775
Scarborough Village,HOMICIDE,61.866756435999996
Scarborough Village,ROBBERY,1475.53415681
Scarborough Village,SHOOTING,189.765035622
Scarborough Village,THEFTFROMMV,3681.1567589
Scarborough Village,THEFTOVER,283.68907738
South Eglinton-Davisville,ASSAULT,5156.1343993
South Eglinton-Davisville,AUTOTHEFT,613.31789017
South Eglinton-Davisville,BIKETHEFT,2099.51167635
South Eglinton-Davisville,BREAKENTER,2605.3322143
South Eglinton-Davisville,HOMICIDE,23.95040989
South Eglinton-Davisville,ROBBERY,640.69522478
South Eglinton-Davisville,SHOOTING,36.400303841
South Eglinton-Davisville,THEFTFROMMV,1524.86167456
South Eglinton-Davisville,THEFTOVER,238.344493857
South Parkdale,ASSAULT,13753.9757681
South Parkdale,AUTOTHEFT,1227.81235494
South Parkdale,BIKETHEFT,2141.9912734
South Parkdale,BREAKENTER,3671.5949251
South Parkdale,HOMICIDE,16.475996494
South Parkdale,ROBBERY,1533.43341443
South Parkdale,SHOOTING,182.144262788
South Parkdale,THEFTFROMMV,2991.1796857
South Parkdale,THEFTOVER,612.44401172
South Riverdale,ASSAULT,11271.5368044
South Riverdale,AUTOTHEFT,1907.35975645
South Riverdale,BIKETHEFT,4260.2556038
South Riverdale,BREAKENTER,5038.5042115
South Riverdale,HOMICIDE,67.308982364
South Riverdale,ROBBERY,1990.7959899
South Riverdale,SHOOTING,187.270616529
South Riverdale,THEFTFROMMV,6232.4092984
South Riverdale,THEFTOVER,976.34477996
St Lawrence-East Bayfront-The Islands,ASSAULT,13673.267273
St Lawrence-East Bayfront-The Islands,AUTOTHEFT,1012.16045567
St Lawrence-East Bayfront-The Islands,BIKETHEFT,5989.215322399999
St Lawrence-East Bayfront-The Islands,BREAKENTER,4150.3061827
St Lawrence-East Bayfront-The Islands,HOMICIDE,13.593551159
St Lawrence-East Bayfront-The Islands,ROBBERY,1523.37604526
St Lawrence-East Bayfront-The Islands,SHOOTING,127.768167023
St Lawrence-East Bayfront-The Islands,THEFTFROMMV,5055.4035262
St Lawrence-East Bayfront-The Islands,THEFTOVER,993.58056642
St.Andrew-Windfields,ASSAULT,3318.3549347
St.Andrew-Windfields,AUTOTHEFT,2750.02456288
St.Andrew-Windfields,BIKETHEFT,502.386019967
St.Andrew-Windfields,BREAKENTER,4358.6736909
St.Andrew-Windfields,HOMICIDE,25.228796487
St.Andrew-Windfields,ROBBERY,506.573889248
St.Andrew-Windfields,SHOOTING,44.348792551
St.Andrew-Windfields,THEFTFROMMV,2777.471826
St.Andrew-Windfields,THEFTOVER,552.17276193
Steeles,ASSAULT,2110.4034881
Steeles,AUTOTHEFT,1615.57652282
Steeles,BIKETHEFT,73.820082116
